NAME	Palato-alveolar Palatal Uvular
{Simple}	41.6666666666667	41.6666666666667	4.16666666666667
{Moderately Complex}	34.6153846153846	38.4615384615385	11.5384615384615
{Complex}	48	32	24
{Highly Complex}	84	16	48
